Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,6,300.031,0.4390
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.122,0.8503
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.098,0.6412
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.156,2.5082
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,6,300.058,0.4343
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,7,300.026,0.3772
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.170,2.4986
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,6,300.042,0.4402
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.123,1.2758
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.129,1.2681
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.125,1.2713
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.158,2.5084
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.086,0.6467
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.143,2.5221
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.143,2.5228
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.108,1.2793
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.137,1.2646
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.125,1.2713
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,6,300.023,0.4404
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.113,1.2758
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,6,300.047,0.4377
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,4,300.086,0.6475
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,5,300.058,0.5214
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,8,300.002,0.3339
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.089,0.8583
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,300.081,0.6473
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.099,0.6462
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.059,0.5210
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.125,1.2691
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.162,2.5054
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.161,2.5052
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.160,2.5062
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.119,0.8483
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.103,0.8539
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.138,1.2632
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.161,2.5062
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.108,0.8527
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.135,1.2645
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.164,2.5015
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.150,2.5267
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.101,0.8566
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.169,2.4985
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.152,2.5225
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.150,2.5245
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.107,1.2791
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.139,1.2695
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.121,1.2722
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,4,300.078,0.6464
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.076,0.6473
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.090,0.8581
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.095,0.8571
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.164,2.5051
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.161,2.5062
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.152,2.5156
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.106,0.8585
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.082,0.6457
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,4,300.084,0.6459
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,5,300.082,0.5241
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.108,1.2838
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.101,0.8564
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,5,300.051,0.5245
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.150,2.5198
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.126,1.2696
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.109,0.8542
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.158,2.5155
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.103,0.8546
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.167,2.5208
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.167,2.5055
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.145,2.5205
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.128,1.2683
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.161,2.5085
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.100,0.8582
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.113,0.8529
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.105,0.8529
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.080,0.6487
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.159,2.5031
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.153,2.5169
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.154,2.5241
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,5,300.071,0.5193
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.097,0.8579
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.050,0.5260
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.077,0.6501
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,4,300.081,0.6483
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.161,2.5171
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.156,2.5178
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.114,0.8537
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.145,1.2656
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.111,0.8504
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,5,300.067,0.5193
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.098,0.8562
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.149,2.5224
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.130,1.2669
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.139,1.2661
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.119,0.8517
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.153,2.5127
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.126,1.2690
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.116,1.4764
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.104,0.8546
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.078,0.6458
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.044,0.5245
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",6,300.029,0.4389
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.135,1.2681
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.151,2.5111
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.095,0.8584
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.108,0.8521
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.087,0.6478
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.159,2.5049
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.138,1.2632
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.072,0.6492
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.150,2.5129
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,5,300.053,0.5233
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.108,0.8536
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",7,300.003,0.3799
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.098,0.6449
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,6,300.037,0.4380
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,7,300.007,0.3792
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.086,0.6442
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.160,2.5038
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.155,2.5076
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.104,0.8558
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.129,1.2701
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.109,0.8546
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.110,0.8540
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.164,2.5011
